station_group_id,name,country,region,dataset,latitude,longitude,elevation_m,climate_count,_country_key,_name_key,_lat_key,_lon_key
abw|queen.beatrix.intl.ap|12.5010|-70.0150,Queen.Beatrix.Intl.AP,ABW,AA,"Custom-789820, SRC-TMYx",12.501,-70.015,18.3,5,abw,queen.beatrix.intl.ap,12.501,-70.015
afg|bagram.ap|34.9440|69.2590,Bagram.AP,AFG,PAR,"Custom-697284, SRC-TMYx",34.944,69.259,1492.0,5,afg,bagram.ap,34.944,69.259
afg|bala.murghab|35.6000|63.3000,Bala.Murghab,AFG,BDG,SRC-TMYx,35.6,63.3,472.0,1,afg,bala.murghab,35.6,63.3
afg|bamiyan|34.8170|67.8170,Bamiyan,AFG,BAM,SRC-TMYx,34.817,67.817,2550.0,4,afg,bamiyan,34.817,67.817
afg|bust.ap|31.5500|64.3670,Bust.AP,AFG,HEL,SRC-TMYx,31.55,64.367,780.0,4,afg,bust.ap,31.55,64.367
afg|chakhcharan.ap|34.5330|65.2670,Chakhcharan.AP,AFG,GHO,SRC-TMYx,34.533,65.267,2250.3,4,afg,chakhcharan.ap,34.533,65.267
afg|fob.bostic|35.2170|71.5170,FOB.Bostic,AFG,KNR,SRC-TMYx,35.217,71.517,1042.0,2,afg,fob.bostic,35.217,71.517
afg|fob.leatherneck|31.9000|64.1830,FOB.Leatherneck,AFG,HEL,SRC-TMYx,31.9,64.183,890.0,1,afg,fob.leatherneck,31.9,64.183
afg|fob.victory.stone|34.1170|62.2170,FOB.Victory.Stone,AFG,HER,"Custom-409389, SRC-TMYx",34.117,62.217,1112.5,4,afg,fob.victory.stone,34.117,62.217
afg|farah|32.3670|62.1830,Farah,AFG,FRA,SRC-TMYx,32.367,62.183,700.0,3,afg,farah,32.367,62.183
afg|fetzabad.ap|37.1170|70.5170,Fetzabad.AP,AFG,BDS,SRC-TMYx,37.117,70.517,1200.0,1,afg,fetzabad.ap,37.117,70.517
afg|gardez|33.5670|69.2500,Gardez,AFG,PIA,"Custom-409700, SRC-TMYx",33.567,69.25,2358.9,4,afg,gardez,33.567,69.25
afg|ghazni.ap|33.5330|68.4170,Ghazni.AP,AFG,GHA,"Custom-409680, SRC-TMYx",33.533,68.417,2183.0,5,afg,ghazni.ap,33.533,68.417
afg|herat.intl.ap|34.2100|62.2280,Herat.Intl.AP,AFG,HER,"Custom-409380, SRC-TMYx",34.21,62.228,977.2,5,afg,herat.intl.ap,34.21,62.228
afg|jalalabad.ap|34.4000|70.4990,Jalalabad.AP,AFG,NAN,"Custom-409540, SRC-TMYx",34.4,70.499,552.9,5,afg,jalalabad.ap,34.4,70.499
afg|kabul-karzai.intl.ap|34.5660|69.2120,Kabul-Karzai.Intl.AP,AFG,KAB,Custom-409480,34.566,69.212,1791.3,1,afg,kabul-karzai.intl.ap,34.566,69.212
afg|kabul-karzai.intl.ap|34.5552|69.2142,Kabul-Karzai.Intl.AP,AFG,KAB,SRC-TMYx,34.5552,69.2142,1791.3,4,afg,kabul-karzai.intl.ap,34.5552,69.2142
afg|kabul.soccer.field|34.5300|69.1900,Kabul.Soccer.Field,AFG,KAB,SRC-TMYx,34.53,69.19,1805.3,4,afg,kabul.soccer.field,34.53,69.19
afg|kandahar.intl.ap|31.5060|65.8480,Kandahar.Intl.AP,AFG,KAN,Custom-409900,31.506,65.848,1017.1,1,afg,kandahar.intl.ap,31.506,65.848
afg|kandahar.intl.ap|31.5021|65.8524,Kandahar.Intl.AP,AFG,KAN,SRC-TMYx,31.5021,65.8524,1017.1,4,afg,kandahar.intl.ap,31.5021,65.8524
afg|khost|33.3500|69.9500,Khost,AFG,KHO,"Custom-409710, SRC-TMYx",33.35,69.95,1146.0,5,afg,khost,33.35,69.95
afg|kunduz.ap|36.6670|68.9170,Kunduz.AP,AFG,KDZ,"Custom-409130, SRC-TMYx",36.667,68.917,433.0,5,afg,kunduz.ap,36.667,68.917
afg|maymana.ap|35.9330|64.7670,Maymana.AP,AFG,FYB,"Custom-409220, SRC-TMYx",35.933,64.767,815.0,3,afg,maymana.ap,35.933,64.767
afg|mazar-i-sharif.ap|36.7070|67.2100,Mazar-i-Sharif.AP,AFG,BAL,Custom-409110,36.707,67.21,391.4,1,afg,mazar-i-sharif.ap,36.707,67.21
afg|mazar-i-sharif.ap|36.7055|67.2185,Mazar-i-Sharif.AP,AFG,BAL,SRC-TMYx,36.7055,67.2185,391.4,4,afg,mazar-i-sharif.ap,36.7055,67.2185
afg|north.salang|35.3170|69.0170,North.Salang,AFG,BGL,SRC-TMYx,35.317,69.017,3366.0,4,afg,north.salang,35.317,69.017
afg|shank.ap|33.9170|69.0670,Shank.AP,AFG,LOG,SRC-TMYx,33.917,69.067,2016.0,1,afg,shank.ap,33.917,69.067
afg|shindand.ab|33.3910|62.2610,Shindand.AB,AFG,HER,"Custom-409570, SRC-TMYx",33.391,62.261,1150.0,4,afg,shindand.ab,33.391,62.261
afg|tirin.kot.ap|32.6170|65.8670,Tirin.Kot.AP,AFG,URU,"Custom-409770, SRC-TMYx",32.617,65.867,1350.0,4,afg,tirin.kot.ap,32.617,65.867
ago|baia.dos.tigres.ap|-16.6000|11.7170,Baia.Dos.Tigres.AP,AGO,NAM,ERA5-TMYx,-16.6,11.717,1.0,2,ago,baia.dos.tigres.ap,-16.6,11.717
ago|benguela.ap|-12.6090|13.4040,Benguela.AP,AGO,BGU,"Custom-663100, SRC-TMYx",-12.609,13.404,36.0,5,ago,benguela.ap,-12.609,13.404
ago|cabinda.ap|-5.5970|12.1880,Cabinda.AP,AGO,CAB,"Custom-661040, SRC-TMYx",-5.597,12.188,20.1,5,ago,cabinda.ap,-5.597,12.188
ago|camaxilo.ap|-8.3670|18.9330,Camaxilo.AP,AGO,LNO,ERA5-TMYx,-8.367,18.933,1180.0,2,ago,camaxilo.ap,-8.367,18.933
ago|cazombo|-11.8670|22.9000,Cazombo,AGO,MOX,ERA5-TMYx,-11.867,22.9,1126.0,2,ago,cazombo,-11.867,22.9
ago|dundo.ap|-7.4000|20.8170,Dundo.AP,AGO,LNO,SRC-TMYx,-7.4,20.817,776.0,4,ago,dundo.ap,-7.4,20.817
ago|huambo.ap|-12.8090|15.7610,Huambo.AP,AGO,HUA,"Custom-663180, SRC-TMYx",-12.809,15.761,1702.9,5,ago,huambo.ap,-12.809,15.761
ago|kuito|-12.3830|16.9500,Kuito,AGO,BIE,SRC-TMYx,-12.383,16.95,1701.0,4,ago,kuito,-12.383,16.95
ago|lobito.ap|-12.3670|13.5330,Lobito.AP,AGO,BGU,ERA5-TMYx,-12.367,13.533,3.0,2,ago,lobito.ap,-12.367,13.533
ago|luanda-quatro.de.fevereiro.intl.ap|-8.8580|13.2310,Luanda-Quatro.de.Fevereiro.Intl.AP,AGO,LUA,"Custom-661600, SRC-TMYx",-8.858,13.231,74.1,5,ago,luanda-quatro.de.fevereiro.intl.ap,-8.858,13.231
ago|lubango.ap|-14.9250|13.5750,Lubango.AP,AGO,HUI,"Custom-663900, SRC-TMYx",-14.925,13.575,1761.1,5,ago,lubango.ap,-14.925,13.575
ago|luena.ap|-11.7680|19.8980,Luena.AP,AGO,MOX,"Custom-662850, SRC-TMYx",-11.768,19.898,1328.9,5,ago,luena.ap,-11.768,19.898
ago|malanje|-9.5500|16.3670,Malanje,AGO,MAL,SRC-TMYx,-9.55,16.367,1142.0,4,ago,malanje,-9.55,16.367
ago|maquela.do.zombo|-6.0330|15.1170,Maquela.Do.Zombo,AGO,UIG,ERA5-TMYx,-6.033,15.117,920.0,2,ago,maquela.do.zombo,-6.033,15.117
ago|mavinga|-15.8330|20.3500,Mavinga,AGO,CCU,ERA5-TMYx,-15.833,20.35,1088.0,2,ago,mavinga,-15.833,20.35
ago|mbanza.congo|-6.2700|14.2470,Mbanza.Congo,AGO,ZAI,SRC-TMYx,-6.27,14.247,566.9,4,ago,mbanza.congo,-6.27,14.247
ago|menongue|-14.6500|17.6830,Menongue,AGO,CCU,ERA5-TMYx,-14.65,17.683,1343.0,2,ago,menongue,-14.65,17.683
ago|mocamedes|-15.2000|12.1500,Mocamedes,AGO,NAM,"ERA5-TMYx, SRC-TMYx",-15.2,12.15,43.0,4,ago,mocamedes,-15.2,12.15
ago|n-zeto|-7.2330|12.8670,N-Zeto,AGO,ZAI,"ERA5-TMYx, SRC-TMYx",-7.233,12.867,17.0,3,ago,n-zeto,-7.233,12.867
ago|ndalatando|-9.2830|14.9170,NDalatando,AGO,CNO,SRC-TMYx,-9.283,14.917,795.0,4,ago,ndalatando,-9.283,14.917
ago|namibe|-15.2670|12.1500,Namibe,AGO,NAM,SRC-TMYx,-15.267,12.15,66.0,4,ago,namibe,-15.267,12.15
ago|negage|-7.6830|15.3670,Negage,AGO,UIG,ERA5-TMYx,-7.683,15.367,1249.0,2,ago,negage,-7.683,15.367
ago|noqui|-5.8673|13.4336,Noqui,AGO,ZAI,ERA5-TMYx,-5.86728,13.43357,58.0,2,ago,noqui,-5.8673,13.4336
ago|pereira.d-eca|-17.0830|15.7330,Pereira.D-Eca,AGO,CNN,SRC-TMYx,-17.083,15.733,1109.0,4,ago,pereira.d-eca,-17.083,15.733
ago|porto.amboim.ap|-10.7260|13.7610,Porto.Amboim.AP,AGO,CUS,ERA5-TMYx,-10.726,13.761,5.0,2,ago,porto.amboim.ap,-10.726,13.761
ago|rocadas|-16.7170|15.0000,Rocadas,AGO,CNN,ERA5-TMYx,-16.717,15.0,1099.0,2,ago,rocadas,-16.717,15.0
ago|saurimo.ap|-9.6890|20.4320,Saurimo.AP,AGO,LSU,SRC-TMYx,-9.689,20.432,1092.4,4,ago,saurimo.ap,-9.689,20.432
ago|soyo|-6.1330|12.3670,Soyo,AGO,ZAI,SRC-TMYx,-6.133,12.367,5.0,4,ago,soyo,-6.133,12.367
ago|soyo.a|-6.1170|12.3500,Soyo.A,AGO,ZAI,"ERA5-TMYx, SRC-TMYx",-6.117,12.35,-1.0,3,ago,soyo.a,-6.117,12.35
ago|sumbe.ap|-11.1670|13.8500,Sumbe.AP,AGO,CUS,SRC-TMYx,-11.167,13.85,11.0,4,ago,sumbe.ap,-11.167,13.85
ago|toto|-7.1670|14.2670,Toto,AGO,UIG,ERA5-TMYx,-7.167,14.267,540.0,2,ago,toto,-7.167,14.267
ago|uige.ap|-7.5830|15.0000,Uige.AP,AGO,UIG,ERA5-TMYx,-7.583,15.0,829.0,2,ago,uige.ap,-7.583,15.0
ago|waku-kungo.ap|-11.4170|15.1170,Waku-Kungo.AP,AGO,CUS,ERA5-TMYx,-11.417,15.117,1304.0,2,ago,waku-kungo.ap,-11.417,15.117
aia|anguilla-lloyd.intl.ap|18.2000|-63.0500,Anguilla-Lloyd.Intl.AP,AIA,TV,"Custom-788460, SRC-TMYx",18.2,-63.05,29.0,5,aia,anguilla-lloyd.intl.ap,18.2,-63.05
ala|bogskar.lighthouse|59.5044|20.3467,Bogskar.Lighthouse,ALA,KK,"Custom-029790, SRC-TMYx",59.5044,20.3467,16.0,5,ala,bogskar.lighthouse,59.5044,20.3467
ala|jomala-mariehamn.ap|60.1247|19.9033,Jomala-Mariehamn.AP,ALA,MH,"Custom-029700, SRC-TMYx",60.1247,19.9033,6.1,5,ala,jomala-mariehamn.ap,60.1247,19.9033
ala|jomalby|60.1783|19.9864,Jomalby,ALA,MH,"Custom-027410, SRC-TMYx",60.1783,19.9864,11.0,5,ala,jomalby,60.1783,19.9864
ala|kumlinge|60.2581|20.7472,Kumlinge,ALA,KM,"Custom-027900, SRC-TMYx",60.2581,20.7472,22.5,5,ala,kumlinge,60.2581,20.7472
ala|kumlinge.island|60.3000|20.7500,Kumlinge.Island,ALA,KM,SRC-TMYx,60.3,20.75,5.0,1,ala,kumlinge.island,60.3,20.75
ala|lumparland.langnas.harbour|60.1158|20.2975,Lumparland.Langnas.Harbour,ALA,LU,SRC-TMYx,60.1158,20.2975,12.5,4,ala,lumparland.langnas.harbour,60.1158,20.2975
ala|market.island|60.3011|19.1314,Market.Island,ALA,HM,"Custom-029930, SRC-TMYx",60.3011,19.1314,15.1,5,ala,market.island,60.3011,19.1314
ala|nyhamn|59.9592|19.9539,Nyhamn,ALA,LE,"Custom-029800, SRC-TMYx",59.9592,19.9539,10.0,5,ala,nyhamn,59.9592,19.9539
ala|parainen.uto|59.7842|21.3678,Parainen.Uto,ALA,KK,"Custom-029810, SRC-TMYx",59.7842,21.3678,6.8,5,ala,parainen.uto,59.7842,21.3678
alb|durres|41.3119|19.4408,Durres,ALB,DU,"Custom-136110, SRC-TMYx",41.3119,19.4408,12.0,5,alb,durres,41.3119,19.4408
alb|gjirokastra|40.0833|20.1500,Gjirokastra,ALB,GK,"Custom-136250, SRC-TMYx",40.0833,20.15,194.0,5,alb,gjirokastra,40.0833,20.15
alb|korca|40.6000|20.7667,Korca,ALB,KE,"Custom-136290, SRC-TMYx",40.6,20.7667,899.0,5,alb,korca,40.6,20.7667
alb|kucove|40.8000|19.9000,Kucove,ALB,BE,"Custom-136240, SRC-TMYx",40.8,19.9,33.0,5,alb,kucove,40.8,19.9
alb|kukes.intl.ap|42.0333|20.4167,Kukes.Intl.AP,ALB,KK,"Custom-136100, SRC-TMYx",42.0333,20.4167,354.0,5,alb,kukes.intl.ap,42.0333,20.4167
alb|peshkopi|41.6833|20.4333,Peshkopi,ALB,DB,"Custom-136190, SRC-TMYx",41.6833,20.4333,653.0,5,alb,peshkopi,41.6833,20.4333
alb|sazan.island|40.4875|19.2825,Sazan.Island,ALB,VR,"Custom-136230, SRC-TMYx",40.4875,19.2825,240.0,5,alb,sazan.island,40.4875,19.2825
alb|shkodra|42.1000|19.5330,Shkodra,ALB,SD,"Custom-136000, SRC-TMYx",42.1,19.533,43.0,5,alb,shkodra,42.1,19.533
alb|tirana-laprake|41.3333|19.8000,Tirana-Laprake,ALB,TI,"Custom-136010, SRC-TMYx",41.3333,19.8,97.0,5,alb,tirana-laprake,41.3333,19.8
alb|tirana-rinas.intl.ap|41.4150|19.7210,Tirana-Rinas.Intl.AP,ALB,TI,"Custom-136150, SRC-TMYx",41.415,19.721,38.4,5,alb,tirana-rinas.intl.ap,41.415,19.721
alb|vlore|40.4670|19.4830,Vlore,ALB,VR,"Custom-136220, SRC-TMYx",40.467,19.483,5.0,5,alb,vlore,40.467,19.483
and|andorra.la.vella|42.5000|1.5000,Andorra.la.Vella,AND,AV,ERA5-TMYx,42.5,1.5,1023.0,4,and,andorra.la.vella,42.5,1.5
are|abu.dhabi-bateen.exec.ap|24.4280|54.4580,Abu.Dhabi-Bateen.Exec.AP,ARE,AZ,"Custom-412160, SRC-TMYx",24.428,54.458,4.9,5,are,abu.dhabi-bateen.exec.ap,24.428,54.458
are|abu.dhabi.intl.ap|24.4330|54.6510,Abu.Dhabi.Intl.AP,ARE,AZ,"Custom-412170, SRC-TMYx",24.433,54.651,26.8,5,are,abu.dhabi.intl.ap,24.433,54.651
are|ain.intl.ap|24.2620|55.6090,Ain.Intl.AP,ARE,AZ,"Custom-412180, SRC-TMYx",24.262,55.609,264.9,5,are,ain.intl.ap,24.262,55.609
are|al.hamra.aux.ap|24.0740|52.4640,Al.Hamra.Aux.AP,ARE,AZ,SRC-TMYx,24.074,52.464,15.2,4,are,al.hamra.aux.ap,24.074,52.464
are|buhasa|23.6170|53.3830,Buhasa,ARE,AZ,SRC-TMYx,23.617,53.383,94.0,1,are,buhasa,23.617,53.383
are|dalma|24.4670|52.3170,Dalma,ARE,AZ,SRC-TMYx,24.467,52.317,25.0,4,are,dalma,24.467,52.317
are|dhafra.ab|24.2480|54.5480,Dhafra.AB,ARE,AZ,"Custom-412162, SRC-TMYx",24.248,54.548,23.2,5,are,dhafra.ab,24.248,54.548
are|dubai.intl.ap|25.2550|55.3640,Dubai.Intl.AP,ARE,DU,"Custom-411940, SRC-TMYx",25.255,55.364,10.4,5,are,dubai.intl.ap,25.255,55.364
are|dubai.minhad.ab|25.0270|55.3660,Dubai.Minhad.Ab,ARE,DU,SRC-TMYx,25.027,55.366,50.3,4,are,dubai.minhad.ab,25.027,55.366
are|dubai.world.central.intl.ap-maktoum.intl.ap|24.8860|55.1720,Dubai.World.Central.Intl.AP-Maktoum.Intl.AP,ARE,DU,Custom-411945,24.886,55.172,18.9,1,are,dubai.world.central.intl.ap-maktoum.intl.ap,24.886,55.172
are|dubai.world.central.intl.ap-maktoum.intl.ap|24.8970|55.1610,Dubai.World.Central.Intl.AP-Maktoum.Intl.AP,ARE,DU,SRC-TMYx,24.897,55.161,37.0,4,are,dubai.world.central.intl.ap-maktoum.intl.ap,24.897,55.161
are|fujairah.intl.ap|25.1120|56.3240,Fujairah.Intl.AP,ARE,FU,"Custom-411980, SRC-TMYx",25.112,56.324,46.3,5,are,fujairah.intl.ap,25.112,56.324
are|khaimah.intl.ap|25.6130|55.9390,Khaimah.Intl.AP,ARE,RK,"Custom-411840, SRC-TMYx",25.613,55.939,31.1,5,are,khaimah.intl.ap,25.613,55.939
are|sharjah.intl.ap|25.3290|55.5170,Sharjah.Intl.AP,ARE,SH,"Custom-411960, SRC-TMYx",25.329,55.517,33.8,5,are,sharjah.intl.ap,25.329,55.517
are|sharjah.sw|25.3500|55.3830,Sharjah.Sw,ARE,AZ,SRC-TMYx,25.35,55.383,5.0,1,are,sharjah.sw,25.35,55.383
are|sir.abu.nuayr.ap|25.2170|54.2340,Sir.Abu.Nuayr.AP,ARE,SH,SRC-TMYx,25.217,54.234,7.0,4,are,sir.abu.nuayr.ap,25.217,54.234
arg|azul.ap|-36.8330|-59.8830,Azul.AP,ARG,BA,Custom-876410,-36.833,-59.883,146.0,1,arg,azul.ap,-36.833,-59.883
arg|azul.ap|-36.8322|-59.8864,Azul.AP,ARG,BA,SRC-TMYx,-36.8322,-59.8864,146.0,4,arg,azul.ap,-36.8322,-59.8864
arg|bahia.blanca-espora.ap|-38.7250|-62.1690,Bahia.Blanca-Espora.AP,ARG,BA,Custom-877500,-38.725,-62.169,75.0,1,arg,bahia.blanca-espora.ap,-38.725,-62.169
arg|bahia.blanca-espora.ap|-38.7147|-62.1631,Bahia.Blanca-Espora.AP,ARG,BA,SRC-TMYx,-38.7147,-62.1631,75.0,4,arg,bahia.blanca-espora.ap,-38.7147,-62.1631
arg|bariloche.ap|-41.1510|-71.1580,Bariloche.AP,ARG,RN,Custom-877650,-41.151,-71.158,846.1,1,arg,bariloche.ap,-41.151,-71.158
arg|bariloche.ap|-41.1475|-71.1642,Bariloche.AP,ARG,RN,SRC-TMYx,-41.1475,-71.1642,846.1,4,arg,bariloche.ap,-41.1475,-71.1642
arg|bolivar.ap|-36.2000|-61.0670,Bolivar.AP,ARG,BA,"Custom-876400, SRC-TMYx",-36.2,-61.067,94.0,5,arg,bolivar.ap,-36.2,-61.067
arg|buenos.aires-newbery.intl.ap|-34.5590|-58.4160,Buenos.Aires-Newbery.Intl.AP,ARG,BA,Custom-875820,-34.559,-58.416,5.5,1,arg,buenos.aires-newbery.intl.ap,-34.559,-58.416
arg|buenos.aires-newbery.intl.ap|-34.5589|-58.4197,Buenos.Aires-Newbery.Intl.AP,ARG,BA,SRC-TMYx,-34.5589,-58.4197,5.5,4,arg,buenos.aires-newbery.intl.ap,-34.5589,-58.4197
arg|buenos.aires.obs|-34.5830|-58.4830,Buenos.Aires.Obs,ARG,BA,Custom-875850,-34.583,-58.483,25.0,1,arg,buenos.aires.obs,-34.583,-58.483
arg|buenos.aires.obs|-34.5903|-58.4839,Buenos.Aires.Obs,ARG,BA,SRC-TMYx,-34.5903,-58.4839,25.0,4,arg,buenos.aires.obs,-34.5903,-58.4839
arg|campos.ap|-40.0750|-71.1370,Campos.AP,ARG,NQ,SRC-TMYx,-40.075,-71.137,783.0,4,arg,campos.ap,-40.075,-71.137
arg|catamarca.ap|-28.5960|-65.7520,Catamarca.AP,ARG,CT,Custom-872220,-28.596,-65.752,463.9,1,arg,catamarca.ap,-28.596,-65.752
arg|catamarca.ap|-28.5936|-65.7553,Catamarca.AP,ARG,CT,SRC-TMYx,-28.5936,-65.7553,463.9,4,arg,catamarca.ap,-28.5936,-65.7553
arg|cataratas.del.iguazu.intl.ap|-25.7370|-54.4730,Cataratas.del.Iguazu.Intl.AP,ARG,MN,Custom-870970,-25.737,-54.473,279.2,1,arg,cataratas.del.iguazu.intl.ap,-25.737,-54.473
arg|cataratas.del.iguazu.intl.ap|-25.7310|-54.4790,Cataratas.del.Iguazu.Intl.AP,ARG,MN,SRC-TMYx,-25.731,-54.479,279.2,4,arg,cataratas.del.iguazu.intl.ap,-25.731,-54.479
arg|catedral|-41.2500|-71.6170,Catedral,ARG,RN,SRC-TMYx,-41.25,-71.617,1955.0,1,arg,catedral,-41.25,-71.617
arg|ceres|-29.8800|-61.9500,Ceres,ARG,Santa Fe,ArgTMY,-29.88,-61.95,88.0,1,arg,ceres,-29.88,-61.95
arg|ceres.ap|-29.8830|-61.9500,Ceres.AP,ARG,SF,Custom-872570,-29.883,-61.95,88.0,1,arg,ceres.ap,-29.883,-61.95
arg|ceres.ap|-29.8756|-61.9361,Ceres.AP,ARG,SF,SRC-TMYx,-29.8756,-61.9361,88.0,4,arg,ceres.ap,-29.8756,-61.9361
arg|chamical-gordillo.ap|-30.3670|-66.2830,Chamical-Gordillo.AP,ARG,LR,Custom-873200,-30.367,-66.283,467.0,1,arg,chamical-gordillo.ap,-30.367,-66.283
arg|chamical-gordillo.ap|-30.3478|-66.2961,Chamical-Gordillo.AP,ARG,LR,SRC-TMYx,-30.3478,-66.2961,467.0,4,arg,chamical-gordillo.ap,-30.3478,-66.2961
arg|chepes|-31.3330|-66.6000,Chepes,ARG,LR,SRC-TMYx,-31.333,-66.6,658.0,3,arg,chepes,-31.333,-66.6
arg|chilecito.ap|-29.2330|-67.4330,Chilecito.AP,ARG,LR,SRC-TMYx,-29.233,-67.433,945.0,4,arg,chilecito.ap,-29.233,-67.433
arg|concordia|-31.3000|-58.0200,Concordia,ARG,Entre Rios,ArgTMY,-31.3,-58.02,38.0,1,arg,concordia,-31.3,-58.02
arg|concordia-pierrestegui.ap|-31.2970|-57.9970,Concordia-Pierrestegui.AP,ARG,ER,Custom-873950,-31.297,-57.997,34.1,1,arg,concordia-pierrestegui.ap,-31.297,-57.997
arg|concordia-pierrestegui.ap|-31.3022|-58.0014,Concordia-Pierrestegui.AP,ARG,ER,SRC-TMYx,-31.3022,-58.0014,34.1,4,arg,concordia-pierrestegui.ap,-31.3022,-58.0014
arg|conlara.valley.intl.ap|-32.3850|-65.1870,Conlara.Valley.Intl.AP,ARG,CB,SRC-TMYx,-32.385,-65.187,616.0,4,arg,conlara.valley.intl.ap,-32.385,-65.187
arg|cordoba-military.aviation.school|-31.4450|-64.2830,Cordoba-Military.Aviation.School,ARG,CB,SRC-TMYx,-31.445,-64.283,502.0,4,arg,cordoba-military.aviation.school,-31.445,-64.283
arg|cordoba-taravella.intl.ap|-31.3240|-64.2080,Cordoba-Taravella.Intl.AP,ARG,CB,Custom-873440,-31.324,-64.208,488.9,1,arg,cordoba-taravella.intl.ap,-31.324,-64.208
arg|cordoba-taravella.intl.ap|-31.2967|-64.2119,Cordoba-Taravella.Intl.AP,ARG,CB,SRC-TMYx,-31.2967,-64.2119,488.9,4,arg,cordoba-taravella.intl.ap,-31.2967,-64.2119
arg|cordoba.obs|-31.4000|-64.1830,Cordoba.OBS,ARG,CB,SRC-TMYx,-31.4,-64.183,426.0,4,arg,cordoba.obs,-31.4,-64.183
arg|corrientes intl ap|-27.4500|-58.7700,Corrientes Intl AP,ARG,Corrientes,ArgTMY,-27.45,-58.77,62.0,1,arg,corrientes intl ap,-27.45,-58.77
arg|corrientes-niveyro.intl.ap|-27.4460|-58.7620,Corrientes-Niveyro.Intl.AP,ARG,CN,Custom-871660,-27.446,-58.762,61.9,1,arg,corrientes-niveyro.intl.ap,-27.446,-58.762
arg|corrientes-niveyro.intl.ap|-27.4497|-58.7597,Corrientes-Niveyro.Intl.AP,ARG,CN,SRC-TMYx,-27.4497,-58.7597,61.9,4,arg,corrientes-niveyro.intl.ap,-27.4497,-58.7597
arg|cristo.redentor|-32.8330|-70.0830,Cristo.Redentor,ARG,MZ,SRC-TMYx,-32.833,-70.083,3829.0,1,arg,cristo.redentor,-32.833,-70.083
arg|curuzu.cuatia.ap|-29.7710|-57.9790,Curuzu.Cuatia.AP,ARG,CN,SRC-TMYx,-29.771,-57.979,70.1,1,arg,curuzu.cuatia.ap,-29.771,-57.979
arg|dolores.ap|-36.3500|-57.7330,Dolores.AP,ARG,BA,Custom-876480,-36.35,-57.733,9.0,1,arg,dolores.ap,-36.35,-57.733
arg|dolores.ap|-36.3169|-57.7169,Dolores.AP,ARG,BA,SRC-TMYx,-36.3169,-57.7169,9.0,4,arg,dolores.ap,-36.3169,-57.7169
arg|don.torcuato.ap|-34.5010|-58.6040,Don.Torcuato.AP,ARG,BA,SRC-TMYx,-34.501,-58.604,5.0,1,arg,don.torcuato.ap,-34.501,-58.604
arg|el.bolson.ap|-41.9430|-71.5320,El.Bolson.AP,ARG,RN,"Custom-878000, SRC-TMYx",-41.943,-71.532,344.7,5,arg,el.bolson.ap,-41.943,-71.532
arg|el.calafate-tola.intl.ap|-50.2670|-72.0500,El.Calafate-Tola.Intl.AP,ARG,SC,Custom-879040,-50.267,-72.05,199.0,1,arg,el.calafate-tola.intl.ap,-50.267,-72.05
arg|el.calafate-tola.intl.ap|-50.2844|-72.0514,El.Calafate-Tola.Intl.AP,ARG,SC,SRC-TMYx,-50.2844,-72.0514,199.0,4,arg,el.calafate-tola.intl.ap,-50.2844,-72.0514
arg|el.calafete-lago.argentino.ap|-50.3360|-72.2490,El.Calafete-Lago.Argentino.AP,ARG,SC,SRC-TMYx,-50.336,-72.249,220.0,1,arg,el.calafete-lago.argentino.ap,-50.336,-72.249
arg|el.palomar.ap|-34.6100|-58.6130,El.Palomar.AP,ARG,BA,SRC-TMYx,-34.61,-58.613,18.0,4,arg,el.palomar.ap,-34.61,-58.613
arg|esquel.ap|-42.9080|-71.1390,Esquel.AP,ARG,CH,Custom-878030,-42.908,-71.139,798.9,1,arg,esquel.ap,-42.908,-71.139
arg|esquel.ap|-42.9058|-71.1450,Esquel.AP,ARG,CH,SRC-TMYx,-42.9058,-71.145,798.9,4,arg,esquel.ap,-42.9058,-71.145
arg|ezeiza-pistarini.intl.ap|-34.8220|-58.5360,Ezeiza-Pistarini.Intl.AP,ARG,BA,Custom-875760,-34.822,-58.536,20.4,1,arg,ezeiza-pistarini.intl.ap,-34.822,-58.536
arg|ezeiza-pistarini.intl.ap|-34.8186|-58.5422,Ezeiza-Pistarini.Intl.AP,ARG,BA,SRC-TMYx,-34.8186,-58.5422,20.4,4,arg,ezeiza-pistarini.intl.ap,-34.8186,-58.5422
arg|formosa intl ap|-26.2000|-58.2300,Formosa Intl AP,ARG,Formosa,ArgTMY,-26.2,-58.23,60.0,1,arg,formosa intl ap,-26.2,-58.23
arg|formosa.intl.ap|-26.2130|-58.2280,Formosa.Intl.AP,ARG,FM,"Custom-871620, SRC-TMYx",-26.213,-58.228,59.1,5,arg,formosa.intl.ap,-26.213,-58.228
arg|goya.ap|-29.1000|-59.2170,Goya.AP,ARG,CN,SRC-TMYx,-29.1,-59.217,38.0,1,arg,goya.ap,-29.1,-59.217
arg|gregores.ap|-48.7830|-70.1670,Gregores.AP,ARG,SC,SRC-TMYx,-48.783,-70.167,356.0,3,arg,gregores.ap,-48.783,-70.167
arg|gualeguaychu ap|-33.0000|-58.6200,Gualeguaychu AP,ARG,Entre Rios,ArgTMY,-33.0,-58.62,21.0,1,arg,gualeguaychu ap,-33.0,-58.62
